title,abstract,biomimicry
Incidence and mechanical significance of pneumatization in the long bones of birds,"The incidence of pneumatization in avian long bones was studied, by direct observation, in a large sample of species. Only proximal bones (humerus and femur) presented pneumatization in the sample studied. The incidence obtained was related to the variation of the maximum cortical thickness and mechanical properties, such as bending strength and flexural Young's modulus. Cortical thickness, bending strength and flexural Young's modulus were significantly lower in pneumatized bones than in marrow-filled bones. Furthermore, some congruence was found between pneumatization and systematic groups when compared. In this sense, Charadriformes was the only order studied with total absence of long bone pneumatization. Results on cortical thickness appear to be in agreement with modelling predictions previously made and with results obtained on other groups of flying vertebrates. The possible selective advantage of reduction in cortical thickness in relation to flying is suggested.",TRUE
Increased Food and Ecosystem Security via Perennial Grains,"Perennial grains hold promise, especially for marginal landscapes or with limited resources where annual versions struggle. Despite doubling of yields of major grain crops since the 1950s, more than one in seven people suffer from malnutrition (1). Global population is growing; demand for food, especially meat, is increasing; much land most suitable for annual crops is already in use; and production of nonfood goods (e.g., biofuels) increasingly competes with food production for land (2). The best lands have soils at low or moderate risk of degradation under annual grain production but make up only 12.6% of global land area (16.5 million km2) (3). Supporting more than 50% of world population is another 43.7 million km2 of marginal lands (33.5% of global land area), at high risk of degradation under annual grain production but otherwise capable of producing crops (3). Global food security depends on annual grains—cereals, oilseeds, and legumes—planted on almost 70% of croplands, which combined supply a similar portion of human calories (4, 5). Annual grain production, though, often compromises essential ecosystem services, pushing some beyond sustainable boundaries (5). To ensure food and ecosystem security, farmers need more options to produce grains under different, generally less favorable circumstances than those under which increases in food security were achieved this past century. Development of perennial versions of important grain crops could expand options.",TRUE
Induced Drag Savings From Ground Effect and Formation Flight in Brown Pelicans,"Ciné films of brown pelicans flying in formation were used to measure altitudes and wing tip spacing (WTS, distance perpendicular to the flight path between wing tips of adjacent birds at maximum span) for birds flying in ground effect, and vertical displacements and WTS for birds flying out of ground effect. Views were near coplanar with the plane of flight paths, and maximum wing span was used for scale. Induced drag savings in ground effect averaged 49% for gliding. Average WTS varied considerably with no evidence for systematic positioning near an optimum. There were also no differences in average WTS between flapping and gliding in or out of ground effect. Vertical displacements out of ground effect varied less than WTS but more than vertical displacements in ground effect. Few birds had wing beat frequencies similar to the bird ahead as would be needed to track vertical variation in trailing wing tip vortex positions. Imprecision in WTS may be due to unpredictable flow fields in ground effect, and difficulty in maintaining position under windy conditions out of ground effect.",TRUE
Induced niche shift as an anti-predator response for an endoparasitoid,"When two developmental stages do not share the same ecological niche, the control of the niche shift through a change in developmental timing, referred to as ‘heterokairy’, can provide an adaptive advantage for the individual (e.g. if mortality risk is higher in the first niche). For endoparasitic species that develop inside another (host) species, mortality of the host may directly induce mortality risk for the parasite. Thus, endoparasitoid larvae should be selected for response to host predation. In this study, aphids previously parasitized by the endoparasitoid Endaphis fugitiva, Gagné and Muratori (Diptera: Cecidomyiidae), were experimentally exposed to increased mortality risks. Both simulated attack and actual predator attacks against aphid hosts induced early emergence of the parasitoid larvae. Parasitoid emergence from the aphids occurred several minutes before the predator finished feeding on the aphid, allowing enough time for the parasitoid larvae to avoid direct predation. Predator-induced emergence produced significantly smaller parasitoid larvae than controls, but, interestingly, no effect on Endaphis adult size was found. To our knowledge, this is the first evidence of induced emergence in an insect parasitoid, but we suggest that this mechanism might be at work in many other species where plasticity in development time allows the individual to perform an adaptive niche shift.",TRUE
Induced production of antifungal naphthoquinones in the pitchers of the carnivorous plant Nepenthes khasiana,"Nepenthes spp. are carnivorous plants that have developed insect capturing traps, evolved by specific modification of the leaf tips, and are able to utilize insect degradation products as nutritional precursors. A chitin-induced antifungal ability, based on the production and secretion to the trap liquid of droserone and 5-O-methyldroserone, is described here. Such specific secretion uniquely occurred when chitin injection was used as the eliciting agent and probably reflects a certain kind of defence mechanism that has been evolved for protecting the carnivory-based provision of nutritional precursors. The pitcher liquid containing droserone and 5-O-methyldroserone at 3:1 or 4:1 molar ratio, as well as the purified naphthoquinones, exerted an antifungal effect on a wide range of plant and human fungal pathogens. When tested against Candida and Aspergillus spp., the concentrations required for achieving inhibitory and fungicidal effects were significantly lower than those causing cytotoxicity in cells of the human embryonic kidney cell line, 293T. These naturally secreted 1,4-naphthoquinone derivatives, that are assumed to act via semiquinone enhancement of free radical production, may offer a new lead to develop alternative antifungal drugs with reduced selectable pressure for potentially evolved resistance.",TRUE
Inferring the rules of interaction of shoaling fish,"Collective motion, where large numbers of individuals move synchronously together, is achieved when individuals adopt interaction rules that determine how they respond to their neighbors’ movements and positions. These rules determine how group-living animals move, make decisions, and transmit information between individuals. Nonetheless, few studies have explicitly determined these interaction rules in moving groups, and very little is known about the interaction rules of fish. Here, we identify three key rules for the social interactions of mosquitofish (Gambusia holbrooki): (i) Attraction forces are important in maintaining group cohesion, while we find only weak evidence that fish align with their neighbor’s orientation; (ii) repulsion is mediated principally by changes in speed; (iii) although the positions and directions of all shoal members are highly correlated, individuals only respond to their single nearest neighbor. The last two of these rules are different from the classical models of collective animal motion, raising new questions about how fish and other animals self-organize on the move.",TRUE
Information can explain the dynamics of group order in animal collective behaviour,"Animal groups vary in their collective order (or state), forming disordered swarms to highly polarized groups. One explanation for this variation is that individuals face differential benefits or costs depending on the group’s order, but empirical evidence for this is lacking. Here we show that in three-spined sticklebacks ( Gasterosteus aculeatus ), fish that are first to respond to an ephemeral food source do so faster when shoals are in a disordered, swarm-like state. This is because individuals’ visual fields collectively cover more of their environment, meaning private information is more readily available in disordered groups. Once social information becomes available, however, the arrival times of subsequent group members to the food are faster in more ordered, polarized groups. Our data further suggest that first responding individuals (those that benefit from group disorder) maintain larger differences in heading angle to their nearest neighbours when shoaling, thereby explaining how conflict over whether private or social information is favoured can drive dynamic changes in collective behaviour. In animal groups, the degree of alignment of individuals could have different benefits and costs for individuals depending on their reliance on private or social information. Here the authors show that in shoals of three-spined sticklebacks, some individuals reach resources faster when groups are disordered, a state which favours reliance on privately acquired information, while other individuals reach resources faster when groups are ordered, allowing them to exploit social information more effectively.",TRUE
Inhibiting bacterial cooperation is an evolutionarily robust anti-biofilm strategy,"Bacteria commonly form dense biofilms encased in extracellular polymeric substances (EPS). Biofilms are often extremely tolerant to antimicrobials but their reliance on shared EPS may also be a weakness as social evolution theory predicts that inhibiting shared traits can select against resistance. Here we show that EPS of Salmonella biofilms is a cooperative trait whose benefit is shared among cells, and that EPS inhibition reduces both cell attachment and antimicrobial tolerance. We then compare an EPS inhibitor to conventional antimicrobials in an evolutionary experiment. While resistance against conventional antimicrobials rapidly evolves, we see no evolution of resistance to EPS inhibition. We further show that a resistant strain is outcompeted by a susceptible strain under EPS inhibitor treatment, explaining why resistance does not evolve. Our work suggests that targeting cooperative traits is a viable solution to the problem of antimicrobial resistance. Bacterial biofilms rely on shared extracellular polymeric substances (EPS) and are often highly tolerant to antibiotics. Here, the authors show in in vitro experiments that Salmonella does not evolve resistance to EPS inhibition because such strains are outcompeted by a susceptible strain under inhibitor treatment.",TRUE
"Insect aquaplaning: Nepenthes pitcher plants capture prey with the peristome, a fully wettable water-lubricated anisotropic surface.","Pitcher plants of the genus Nepenthes have highly specialized leaves adapted to attract, capture, retain, and digest arthropod prey. Several mechanisms have been proposed for the capture of insects, ranging from slippery epicuticular wax crystals to downward-pointing lunate cells and alkaloid secretions that anesthetize insects. Here we report that perhaps the most important capture mechanism has thus far remained overlooked. It is based on special surface properties of the pitcher rim (peristome) and insect ""aquaplaning."" The peristome is characterized by a regular microstructure with radial ridges of smooth overlapping epidermal cells, which form a series of steps toward the pitcher inside. This surface is completely wettable by nectar secreted at the inner margin of the peristome and by rain water, so that homogenous liquid films cover the surface under humid weather conditions. Only when wet, the peristome surface is slippery for insects, so that most ant visitors become trapped. By measuring friction forces of weaver ants (Oecophylla smaragdina) on the peristome surface of Nepenthes bicalcarata, we demonstrate that the two factors preventing insect attachment to the peristome, i.e., water lubrication and anisotropic surface topography, are effective against different attachment structures of the insect tarsus. Peristome water films disrupt attachment only for the soft adhesive pads but not for the claws, whereas surface topography leads to anisotropic friction only for the claws but not for the adhesive pads. Experiments on Nepenthes alata show that the trapping mechanism of the peristome is also essential in Nepenthes species with waxy inner pitcher walls.",TRUE
Insect communication: ‘No entry’ signal in ant foraging,"Forager ants lay attractive trail pheromones to guide nestmates to food, but the effectiveness of foraging networks might be improved if pheromones could also be used to repel foragers from unrewarding routes. Here we present empirical evidence for such a negative trail pheromone, deployed by Pharaoh's ants (Monomorium pharaonis) as a ‘no entry’ signal to mark an unrewarding foraging path. This finding constitutes another example of the sophisticated control mechanisms used in self-organized ant colonies.",TRUE
Insect eggs protected from high temperatures by limited homeothermy of plant leaves,"SUMMARY Virtually all aspects of insect biology are affected by body temperature, and many taxa have evolved sophisticated temperature-control mechanisms. All insects, however, begin life as eggs and lack the ability to thermoregulate. Eggs laid on leaves experience a thermal environment, and thus a body temperature, that is strongly influenced by the leaves themselves. Because plants can maintain leaf temperatures that differ from ambient, e.g. by evapotranspiration, plant hosts may protect eggs from extreme ambient temperatures. We examined the degree to which leaves buffer ambient thermal variation and whether that buffering benefits leaf-associated insect eggs. In particular, we: (1) measured temperature variation at oviposition sites in the field, (2) manipulated temperatures in the laboratory to determine the effect of different thermal conditions on embryo development time and survival, and (3) tested embryonic metabolic rates over increasing temperatures. Our results show that Datura wrightii leaves buffer Manduca sexta eggs from fatally high ambient temperatures in the southwestern USA. Moreover, small differences in temperature profiles among leaves can cause large variation in egg metabolic rate and development time. Specifically, large leaves were hotter than small leaves during the day, reaching temperatures that are stressfully high for eggs. This study provides the first mechanistic demonstration of how this type of leaf-constructed thermal refuge interacts with egg physiology.",TRUE
Insect metabolism: Preventing cyanide release from leaves,"Organisms that produce hydrogen cyanide gas to protect themselves against predators can do so by the enzymatic breakdown of a class of compounds known as cyanogens (such as cyanogenic glycosides). Here we show how a neotropical butterfly, Heliconius sara, can avoid the harmful effects of the cyanogenic leaves of Passiflora auriculata (passion vine), on which its larvae feed exclusively. To our knowledge this is the first example of an insect that is able to metabolize cyanogens and thereby prevent the release of cyanide. The mechanistic details of this pathway might suggest new ways to make cyanogenic crops more useful as a food source.",TRUE
Insect tricks: two-phasic foot pad secretion prevents slipping,"Many insects cling to vertical and inverted surfaces with pads that adhere by nanometre-thin films of liquid secretion. This fluid is an emulsion, consisting of watery droplets in an oily continuous phase. The detailed function of its two-phasic nature has remained unclear. Here we show that the pad emulsion provides a mechanism that prevents insects from slipping on smooth substrates. We discovered that it is possible to manipulate the adhesive secretion in vivo using smooth polyimide substrates that selectively absorb its watery component. While thick layers of polyimide spin-coated onto glass removed all visible hydrophilic droplets, thin coatings left the emulsion in its typical form. Force measurements of stick insect pads sliding on these substrates demonstrated that the reduction of the watery phase resulted in a significant decrease in friction forces. Artificial control pads made of polydimethylsiloxane showed no difference when tested on the same substrates, confirming that the effect is caused by the insects’ fluid-based adhesive system. Our findings suggest that insect adhesive pads use emulsions with non-Newtonian properties, which may have been optimized by natural selection. Emulsions as adhesive secretions combine the benefits of ‘wet’ adhesion and resistance against shear forces.",TRUE
Insects had it first: surfactants as a defence against predators,"Insects have evolved an astonishing array of defences to ward off enemies. Well known and widespread is the regurgitation of oral secretion (OS), fluid that repels attacking predators. In herbivores, the effectiveness of OS has been ascribed so far to the presence of deterrent secondary metabolites sequestered from the host plant. This notion implies, however, that generalists experience less protection on plants with low amounts of secondary metabolites or with compounds ineffective against potential enemies. Resolving the dilemma, we describe a novel defence mechanism that is independent of deterrents as it relies on the intrinsic detergent properties of the OS. The OS of Spodoptera exigua (and other species) was found to be highly amphiphilic and well capable of wetting the hydrophobic cuticle of predatory ants. As a result, affected ants stopped attacking and engaged in extensive cleansing. The presence of surfactants was sufficient to explain the defensive character of herbivore OS. We hypothesize that detergency is a common but unrecognized mode of defence, which provides a base level of protection that may or may not be further enhanced by plant-derived deterrents. Our study also proves that insects ‘invented’ the use of defensive surfactants long before modern agriculture had started applying them as insecticides.",TRUE
Integrative biomechanics for tree ecology: beyond wood density and strength.,"Functional ecology has long considered the support function as important, but its biomechanical complexity is only just being elucidated. We show here that it can be described on the basis of four biomechanical traits, two safety traits against winds and self-buckling, and two motricity traits involved in sustaining an upright position, tropic motion velocity (MV) and posture control (PC). All these traits are integrated at the tree scale, combining tree size and shape together with wood properties. The assumption of trait constancy has been used to derive allometric scaling laws, but it was more recently found that observing their variations among environments and functional groups, or during ontogeny, provides more insights into adaptive syndromes of tree shape and wood properties. However, oversimplified expressions have often been used, possibly concealing key adaptive drivers. An extreme case of oversimplification is the use of wood basic density as a proxy for safety. Actually, as wood density is involved in stiffness, loads, and construction costs, the impact of its variations on safety is non-trivial. Moreover, other wood features, especially the microfibril angle (MFA), are also involved. Furthermore, wood is not only stiff and strong, but it also acts as a motor for MV and PC. The relevant wood trait for this is maturation strain asymmetry. Maturation strains vary with cell-wall characteristics such as MFA, rather than with wood density. Finally, the need for further studies about the ecological relevance of branching patterns, motricity traits, and growth responses to mechanical loads is discussed.",TRUE
Interaction of liquid epicuticular hydrocarbons and tarsal adhesive secretion in Leptinotarsa decemlineata Say (Coleoptera: Chrysomelidae),"Species of various insect orders possess specialised tarsal adhesive structures covered by a thin liquid film, which is deposited in the form of footprints. This adhesive liquid has been suggested to be chemically and physiologically related to the epicuticular lipid layer, which naturally covers the body of insects and acts as the prime barrier to environmental stresses, such as desiccation. The functional efficiency of the layer, however, is jeopardised by partial melting that may occur at physiological temperatures. In this study, light microscopic images of elytral prints show that the epicuticular lipid layer of the Colorado potato beetle Leptinotarsa decemlineata actually is partially liquid and chemical investigations reveal the high similarity of the epicuticular hydrocarbon pattern and the tarsal liquid. By means of chemical manipulation of the surface hydrocarbon composition of live beetles, the substance exchange between their tarsal adhesive hairs and the body surface is monitored. Histological sections of L. decemlineata tarsi, furthermore, reveal glandular cells connected to individual adhesive setae and departing from these results, an idea of a general mechanism of tarsal secretion is developed and discussed in a functional–ecological context.",TRUE
Interaction of two myosins with microfilaments causes locomotion inLabyrinthula sp.,"SummaryCytoskeleton elements of aLabyrinthula isolate from the Falkland Islands were studied. The most important characteristic of the genusLabyrinthula is a colourless branched plasmatic network of pseudopodia-like tubes with sliding spindle-shaped uninuclear plasma portions (cell bodies). After fluorescent staining tubulin appears to be uniformly and diffusely distributed throughout the whole network and to form a reticulate structure in the cell bodies. The inhibitor colchicine has no influence on the sliding motility of the cell bodies nor on the movement of the network. Actin is frequently found in the network, partly in the form of microfilament bundles, which are longitudinally arranged. Actin is also present in the cortical region of cell bodies, or of cell body groups. It was difficult to distinguish single cell bodies within groups by fluorescence. The inhibitors cytochalasin B and D stop the movement of cell bodies and network. Myosin is present in the cortical region of each cell body, and the central portions of each individual cell body contain accumulations of this protein. We could not observe any fluorescence in the network after myosin staining with the antibodies we used. An actin-myosin complex is probably responsible for the sliding movement of cell bodies in the Labyrinthula network, because actin is found in the pseudopodia-like tubes, and the cortex of the cell bodies is rich in actin and myosin. This actin-myosin complex seems to differ from another actin-myosin complex that has been postulated to be responsible for the locomotion of pseudopodia-like tubes. We propose that two actin-myosin complexes exist. One of them is responsible for locomotory phenomena of the network, and the second for cell body sliding in the pseudopodia-like tubes. In each case the myosin is probably anchored in the inner matrix membrane of the pseudopodia-like tubes. A model for actin-myosin interaction inLabyrinthula spp. is presented.",TRUE
Interactions between social groups of colobus monkeys (Colobus vellerosus) explain similarities in their gut microbiomes,"The gut microbiome is structured by social groups in a variety of host taxa. Whether this pattern is driven by relatedness, similar diets or shared social environments is under debate because few studies have had access to the data necessary to disentangle these factors in wild populations. We investigated whether diet, relatedness or the 1 m proximity network best explains differences in the gut microbiome among 45 female colobus monkeys in eight social groups residing at Boabeng-Fiema, Ghana. We combined demographic and behavioural data collected during May – August 2007 and October 2008 – April 2009 with 16S rRNA sequencing of faecal samples collected during the latter part of each observation period. Depending on the beta diversity index, social group identity explained 19–28% of the variation in gut microbiome beta diversity. When comparing the predictive power of dietary dissimilarity, relatedness and connectedness in the 1 m proximity network, the models with social connectedness received the strongest support, even in our analyses that excluded within-group dyads. This novel finding indicates that microbes may be transmitted during intergroup encounters, which could occur either indirectly via shared environments or directly via social contact. Lastly, some of the gut microbial taxa that appear to be transmitted via 1 m proximity are associated with digestion of plant material. Further research is needed to investigate whether this type of gut microbe transmission yields health benefits, which could provide an incentive for the formation and maintenance of social bonds within and between social groups.",TRUE
Intertidal “trees”: consequences of aggregation on the mechanical and photosynthetic properties of sea-palms Postelsia palmaeformis Ruprecht,"Sea-palms Postelsia palmaeformis Ruprecht are annual brown algae that grow on wave-swept rocky shores, oRen forming dense stands. Unlike most macroalgae, Postelsia stands upright in air- like trees. The stipe flexibility that permits Postelsia to withstand waves is provided by the low elastic modulus (5-10 MPa) of stipe tissue; in spite of the weakness (low breaking stress, ~ 1 MPa) of this tissue, a large amount of energy ( ~ 100 kJ/m 3) is required to break a stipe because they can be extended by 20-25 % before breaking. Although made of such easily deformed tissue, Postelsia can stand upright in air due to the width (high second moment of area) and resilience of their stipes, but the brittleness (low work of fracture, 400-900 J/m 2) that accompanies this resilience renders them susceptible to bre~age if they sustain deep scratches. Although wave-induced stresses experienced by individuals in aggregations are not lower than those experienced by isolated sea-palms, photon flux densities of photosynthetically active radiation within these dense groves are less than 10% of those above Postelsia canopies. A number of morphological features differ between canopy, understory, and isolated individuals. Canopy plants in dense aggregations are taller than isolated individuals and may exceed limiting proportions for elastic stability. Postelsia shows photo- synthetic characteristics of""shade-adapted"" plants, understory individuals being especially effective at using low light. Despite this, blade growth rates of understory plants are lower than those of either canopy or isolated individuals.",TRUE
Intracellular invasion of green algae in a salamander host,"The association between embryos of the spotted salamander (Ambystoma maculatum) and green algae (“Oophila amblystomatis” Lamber ex Printz) has been considered an ectosymbiotic mutualism. We show here, however, that this symbiosis is more intimate than previously reported. A combination of imaging and algal 18S rDNA amplification reveals algal invasion of embryonic salamander tissues and cells during development. Algal cells are detectable from embryonic and larval Stages 26–44 through chlorophyll autofluorescence and algal 18S rDNA amplification. Algal cell ultrastructure indicates both degradation and putative encystment during the process of tissue and cellular invasion. Fewer algal cells were detected in later-stage larvae through FISH, suggesting that the decline in autofluorescent cells is primarily due to algal cell death within the host. However, early embryonic egg capsules also contained encysted algal cells on the inner capsule wall, and algal 18S rDNA was amplified from adult reproductive tracts, consistent with oviductal transmission of algae from one salamander generation to the next. The invasion of algae into salamander host tissues and cells represents a unique association between a vertebrate and a eukaryotic alga, with implications for research into cell–cell recognition, possible exchange of metabolites or DNA, and potential congruence between host and symbiont population structures.",TRUE
Intraspecific Directed Deterrence by the Mustard Oil Bomb in a Desert Plant,"Plant secondary metabolites (SMs) acting as defensive chemicals in reproductive organs such as fruit tissues play roles in both mutualistic and antagonistic interactions between plants and seed dispersers/predators [1, 2, 3, 4, 5]. The directed-deterrence hypothesis states that SMs in ripe fruits deter seed predators but have little or no effect on seed dispersers [6]. Indeed, studies have demonstrated that birds are able to cope with fruit SMs whereas rodents are deterred by them [1, 7]. However, this mechanism was only demonstrated at the class level, i.e., between birds and mammals, based on differences in the vanilloid receptors [7]. Here we present experimental and behavioral data demonstrating the use of the broad-range, class-independent “mustard oil bomb” mechanism in Ochradenus baccatus fruits to force a behavioral change at an ecological timescale, converting rodents from seed predators to seed dispersers. This is achieved by a unique compartmentalization of the mustard oil bomb, causing activation of the system only upon seed and pulp coconsumption, encouraging seed dispersal via seed spitting by rodents. Our findings demonstrate the power of SMs to shift the animal-plant relationship from predation to mutualism and provide support for the directed-deterrence hypothesis at the intraspecific level, in addition to the interspecific level.",TRUE
Investigation of hindwing folding in ladybird beetles by artificial elytron transplantation and microcomputed tomography,"Significance Hindwings in ladybird beetles successfully achieve compatibility between the deformability (instability) required for wing folding and strength property (stability) required for flying. This study demonstrates how ladybird beetles address these two conflicting requirements by an unprecedented technique using artificial wings. Our results, which clarify the detailed wing-folding process and reveal the supporting structures, provide indispensable initial knowledge for revealing this naturally evolved optimization system. Investigating the characteristics in the venations and crease patterns revealed in this study could provide an innovative designing method, enabling the integration of structural stability and deformability, and thus could have a considerable impact on engineering science. Ladybird beetles are high-mobility insects and explore broad areas by switching between walking and flying. Their excellent wing transformation systems enabling this lifestyle are expected to provide large potential for engineering applications. However, the mechanism behind the folding of their hindwings remains unclear. The reason is that ladybird beetles close the elytra ahead of wing folding, preventing the observation of detailed processes occurring under the elytra. In the present study, artificial transparent elytra were transplanted on living ladybird beetles, thereby enabling us to observe the detailed wing-folding processes. The result revealed that in addition to the abdominal movements mentioned in previous studies, the edge and ventral surface of the elytra, as well as characteristic shaped veins, play important roles in wing folding. The structures of the wing frames enabling this folding process and detailed 3D shape of the hindwing were investigated using microcomputed tomography. The results showed that the tape spring-like elastic frame plays an important role in the wing transformation mechanism. Compared with other beetles, hindwings in ladybird beetles are characterized by two seemingly incompatible properties: (i) the wing rigidity with relatively thick veins and (ii) the compactness in stored shapes with complex crease patterns. The detailed wing-folding process revealed in this study is expected to facilitate understanding of the naturally optimized system in this excellent deployable structure.",TRUE
Investigation of hindwing folding in ladybird beetles by artificial elytron transplantation and microcomputed tomography,"Significance Hindwings in ladybird beetles successfully achieve compatibility between the deformability (instability) required for wing folding and strength property (stability) required for flying. This study demonstrates how ladybird beetles address these two conflicting requirements by an unprecedented technique using artificial wings. Our results, which clarify the detailed wing-folding process and reveal the supporting structures, provide indispensable initial knowledge for revealing this naturally evolved optimization system. Investigating the characteristics in the venations and crease patterns revealed in this study could provide an innovative designing method, enabling the integration of structural stability and deformability, and thus could have a considerable impact on engineering science. Ladybird beetles are high-mobility insects and explore broad areas by switching between walking and flying. Their excellent wing transformation systems enabling this lifestyle are expected to provide large potential for engineering applications. However, the mechanism behind the folding of their hindwings remains unclear. The reason is that ladybird beetles close the elytra ahead of wing folding, preventing the observation of detailed processes occurring under the elytra. In the present study, artificial transparent elytra were transplanted on living ladybird beetles, thereby enabling us to observe the detailed wing-folding processes. The result revealed that in addition to the abdominal movements mentioned in previous studies, the edge and ventral surface of the elytra, as well as characteristic shaped veins, play important roles in wing folding. The structures of the wing frames enabling this folding process and detailed 3D shape of the hindwing were investigated using microcomputed tomography. The results showed that the tape spring-like elastic frame plays an important role in the wing transformation mechanism. Compared with other beetles, hindwings in ladybird beetles are characterized by two seemingly incompatible properties: (i) the wing rigidity with relatively thick veins and (ii) the compactness in stored shapes with complex crease patterns. The detailed wing-folding process revealed in this study is expected to facilitate understanding of the naturally optimized system in this excellent deployable structure.",TRUE
"Investigation of microstructure, natural frequencies and vibration modes of dragonfly wing","In the present work, a thorough investigation on the microstructural and morphological aspects of dragonfly wings was carried out using scanning electron microscope. Then, based on this study and the previous reports, a precise three-dimensional numerical model was developed and natural frequencies and vibration modes of dragonfly forewing were determined by finite element method. The results shown that dragonfly wings are made of a series of adaptive materials, which form a very complex composite structure. This bio-composite fabrication has some unique features and potential benefits. Furthermore, the numerical results show that the first natural frequency of dragonfly wings is about 168 Hz and bending is the predominant deformation mode in this stage. The accuracy of the present analysis is verified by comparison of calculated results with experimental data. This paper may be helpful for micro aerial vehicle design concerning dynamic response.",TRUE
Ionizing Radiation Changes the Electronic Properties of Melanin and Enhances the Growth of Melanized Fungi,"Background Melanin pigments are ubiquitous in nature. Melanized microorganisms are often the dominating species in certain extreme environments, such as soils contaminated with radionuclides, suggesting that the presence of melanin is beneficial in their life cycle. We hypothesized that ionizing radiation could change the electronic properties of melanin and might enhance the growth of melanized microorganisms. Methodology/Principal Findings Ionizing irradiation changed the electron spin resonance (ESR) signal of melanin, consistent with changes in electronic structure. Irradiated melanin manifested a 4-fold increase in its capacity to reduce NADH relative to non-irradiated melanin. HPLC analysis of melanin from fungi grown on different substrates revealed chemical complexity, dependence of melanin composition on the growth substrate and possible influence of melanin composition on its interaction with ionizing radiation. XTT/MTT assays showed increased metabolic activity of melanized C. neoformans cells relative to non-melanized cells, and exposure to ionizing radiation enhanced the electron-transfer properties of melanin in melanized cells. Melanized Wangiella dermatitidis and Cryptococcus neoformans cells exposed to ionizing radiation approximately 500 times higher than background grew significantly faster as indicated by higher CFUs, more dry weight biomass and 3-fold greater incorporation of 14C-acetate than non-irradiated melanized cells or irradiated albino mutants. In addition, radiation enhanced the growth of melanized Cladosporium sphaerospermum cells under limited nutrients conditions. Conclusions/Significance Exposure of melanin to ionizing radiation, and possibly other forms of electromagnetic radiation, changes its electronic properties. Melanized fungal cells manifested increased growth relative to non-melanized cells after exposure to ionizing radiation, raising intriguing questions about a potential role for melanin in energy capture and utilization.",TRUE
Iridescence impairs object recognition in bumblebees,"Iridescence is a taxonomically widespread and striking form of animal coloration, yet despite advances in understanding its mechanism, its function and adaptive value are poorly understood. We test a counterintuitive hypothesis about the function of iridescence: that it can act as camouflage through interference with object recognition. Using an established insect visual model (Bombus terrestris), we demonstrate that both diffraction grating and multilayer iridescence impair shape recognition (although not the more subtle form of diffraction grating seen in some flowers), supporting the idea that both strategies can be effective means of camouflage. We conclude that iridescence produces visual signals that can confuse potential predators, and this might explain the high frequency of iridescence in many animal taxa.",TRUE
Iridescence: a functional perspective,"In animals, iridescence is generated by the interaction of light with biological tissues that are nanostructured to produce thin films or diffraction gratings. Uniquely among animal visual signals, the study of iridescent coloration contributes to biological and physical sciences by enhancing our understanding of the evolution of communication strategies, and by providing insights into physical optics and inspiring biomimetic technologies useful to humans. Iridescent colours are found in a broad diversity of animal taxa ranging from diminutive marine copepods to terrestrial insects and birds. Iridescent coloration has received a surge of research interest of late, and studies have focused on both characterizing the nanostructures responsible for producing iridescence and identifying the behavioural functions of iridescent colours. In this paper, we begin with a brief description of colour production mechanisms in animals and provide a general overview of the taxonomic distribution of iridescent colours. We then highlight unique properties of iridescent signals and review the proposed functions of iridescent coloration, focusing, in particular, on the ways in which iridescent colours allow animals to communicate with conspecifics and avoid predators. We conclude with a brief overview of non-communicative functions of iridescence in animals. Despite the vast amount of recent work on animal iridescence, our review reveals that many proposed functions of iridescent coloration remain virtually unexplored, and this area is clearly ripe for future research.",TRUE
Iron conservation by reduction of metalloenzyme inventories in the marine diazotroph Crocosphaera watsonii,"The marine nitrogen fixing microorganisms (diazotrophs) are a major source of nitrogen to open ocean ecosystems and are predicted to be limited by iron in most marine environments. Here we use global and targeted proteomic analyses on a key unicellular marine diazotroph Crocosphaera watsonii to reveal large scale diel changes in its proteome, including substantial variations in concentrations of iron metalloproteins involved in nitrogen fixation and photosynthesis, as well as nocturnal flavodoxin production. The daily synthesis and degradation of enzymes in coordination with their utilization results in a lowered cellular metalloenzyme inventory that requires ∼40% less iron than if these enzymes were maintained throughout the diel cycle. This strategy is energetically expensive, but appears to serve as an important adaptation for confronting the iron scarcity of the open oceans. A global numerical model of ocean circulation, biogeochemistry and ecosystems suggests that Crocosphaera’s ability to reduce its iron-metalloenzyme inventory provides two advantages: It allows Crocosphaera to inhabit regions lower in iron and allows the same iron supply to support higher Crocosphaera biomass and nitrogen fixation than if they did not have this reduced iron requirement.",TRUE
